ID,Data_Pub,Link,Titulo,Playlist,Views,Status,Aba,Local,Data_Extracao
Z1UxsYvb0mM,,https://www.youtube.com/watch?v=Z1UxsYvb0mM,Onde � seguro ter conta nesse momento?,,54000,Sucesso,Shorts,Desconhecido,
9iyhKFlD1n4,,https://www.youtube.com/watch?v=9iyhKFlD1n4,Como o mercado financeiro enxerga o Lula?,,97000,Sucesso,Shorts,Desconhecido,
cII2YPEZ_e4,,https://www.youtube.com/watch?v=cII2YPEZ_e4,"BTG, XP e Nubank investigados no caso Master",,65000,Sucesso,Shorts,Desconhecido,
hoG0x4qiNZA,,https://www.youtube.com/watch?v=hoG0x4qiNZA,Lula pode ser reeleito e a bolsa est� bombando,,30000,Sucesso,Shorts,Desconhecido,
eh8b6Vu0ulA,,https://www.youtube.com/watch?v=eh8b6Vu0ulA,Bancos digitais podem falir?,,75000,Sucesso,Shorts,Desconhecido,
EgrqKotNJVU,,https://www.youtube.com/watch?v=EgrqKotNJVU,Podem ter aberto conta no seu nome,,78000,Sucesso,Shorts,Desconhecido,
gU5BolTuYb8,,https://www.youtube.com/watch?v=gU5BolTuYb8,Pol�mica da Havaianas,,35000,Sucesso,Shorts,Desconhecido,
9WhKIXqq-LQ,,https://www.youtube.com/watch?v=9WhKIXqq-LQ,Voc� n�o ser� nada na vida,,84000,Sucesso,Shorts,Desconhecido,
7f-7Mg34psM,,https://www.youtube.com/watch?v=7f-7Mg34psM,"O ser humano nasce, cresce, corre e morre.",,34000,Sucesso,Shorts,Desconhecido,
S2cHjUFmPsk,,https://www.youtube.com/watch?v=S2cHjUFmPsk,Vamos tatuar os valores na testa,,43000,Sucesso,Shorts,Desconhecido,
-d_rj-0FW0g,,https://www.youtube.com/watch?v=-d_rj-0FW0g,Como algu�m pode ser t�o est�pido?,,81000,Sucesso,Shorts,Desconhecido,
Isx0yfb3RQs,,https://www.youtube.com/watch?v=Isx0yfb3RQs,A piada sem gra�a do Banco Master�,,253000,Sucesso,Shorts,Desconhecido,
4ulISV-N4d0,,https://www.youtube.com/watch?v=4ulISV-N4d0,Ray Dalio e Michael Burry mexendo os pauzinhos�,,42000,Sucesso,Shorts,Desconhecido,
q3VQ33__z24,,https://www.youtube.com/watch?v=q3VQ33__z24,Eu consegui prever uma bala vindo e desviei..,,84000,Sucesso,Shorts,Desconhecido,
Sxk0VRXK-gE,,https://www.youtube.com/watch?v=Sxk0VRXK-gE,Lula fica puto com a Caixa Econ�mica,,70000,Sucesso,Shorts,Desconhecido,
7Tj6MuxKuxM,,https://www.youtube.com/watch?v=7Tj6MuxKuxM,Bolsa de valores nas m�ximas faz sentido investir?,,41000,Sucesso,Shorts,Desconhecido,
gZn9Am9JZZ8,,https://www.youtube.com/watch?v=gZn9Am9JZZ8,Oi acabou de falir o que acontece com investidores?,,119000,Sucesso,Shorts,Desconhecido,
0v0SZFNFHXk,,https://www.youtube.com/watch?v=0v0SZFNFHXk,Uma hist�ria sobre a pregui�a,,55000,Sucesso,Shorts,Desconhecido,
_cEXb6QIeBs,,https://www.youtube.com/watch?v=_cEXb6QIeBs,Eu n�o tenho uma Ferrari,,132000,Sucesso,Shorts,Desconhecido,
DQw4FRA2Zkw,,https://www.youtube.com/watch?v=DQw4FRA2Zkw,O dia em que eu comi no McDonald�s e descobri que n�o gostava,,55000,Sucesso,Shorts,Desconhecido,
HE3TsvaQJC4,,https://www.youtube.com/watch?v=HE3TsvaQJC4,Por que eu n�o cres�o t�o r�pido?,,23000,Sucesso,Shorts,Desconhecido,
a0yOqNAXhCk,,https://www.youtube.com/watch?v=a0yOqNAXhCk,A Caixa Econ�mica vai abrir a pr�pria BET,,34000,Sucesso,Shorts,Desconhecido,
VCSuYsiPDXs,,https://www.youtube.com/watch?v=VCSuYsiPDXs,Quem tem menos dinheiro precisa se arriscar mais?,,31000,Sucesso,Shorts,Desconhecido,
b2GUUzHt62w,,https://www.youtube.com/watch?v=b2GUUzHt62w,Existem d�vidas boas e ruins. Voc� sabe diferencia-las?,,24000,Sucesso,Shorts,Desconhecido,
UTkVWgIxlKo,,https://www.youtube.com/watch?v=UTkVWgIxlKo,Quanto o Brasil paga para investidores e para trabalhadores?,,27000,Sucesso,Shorts,Desconhecido,
3Yx6ffFkrww,,https://www.youtube.com/watch?v=3Yx6ffFkrww,Voc� n�o � incompetente,,25000,Sucesso,Shorts,Desconhecido,
Yr7NIw1V-jo,,https://www.youtube.com/watch?v=Yr7NIw1V-jo,Pagamos 3 trilh�es em impostos,,27000,Sucesso,Shorts,Desconhecido,
ose6ESSQ5JQ,,https://www.youtube.com/watch?v=ose6ESSQ5JQ,Saiu a pr�via do Lula,,33000,Sucesso,Shorts,Desconhecido,
6deatWtm4P8,,https://www.youtube.com/watch?v=6deatWtm4P8,No fim das contas deu o que pensamos que daria: Nada.,,32000,Sucesso,Shorts,Desconhecido,
QDOaco2YUlQ,,https://www.youtube.com/watch?v=QDOaco2YUlQ,Shutdown nos EUA e agora,,36000,Sucesso,Shorts,Desconhecido,
m60IO0L_l0I,,https://www.youtube.com/watch?v=m60IO0L_l0I,Qu�mica do Trump com Lula veio do Joesley�,,28000,Sucesso,Shorts,Desconhecido,
IkWs1LYedik,,https://www.youtube.com/watch?v=IkWs1LYedik,Por que o d�lar sobe ou cai?,,23000,Sucesso,Shorts,Desconhecido,
Xo9IMPL76bY,,https://www.youtube.com/watch?v=Xo9IMPL76bY,Perdi meu voo e ganhei uma aula,,64000,Sucesso,Shorts,Desconhecido,
eDZzWxcBABU,,https://www.youtube.com/watch?v=eDZzWxcBABU,Trump sancionou tamb�m a esposa do Alexandre de Moraes,,26000,Sucesso,Shorts,Desconhecido,
leun0Cq4FI4,,https://www.youtube.com/watch?v=leun0Cq4FI4,Se voc� tem um apartamento de R$ 1 milh�o duas coisas podem acontecer,,64000,Sucesso,Shorts,Desconhecido,
_l49i3-gDYo,,https://www.youtube.com/watch?v=_l49i3-gDYo,Eu tenho certo receio dessas empresas do El�o,,24000,Sucesso,Shorts,Desconhecido,
dnZnkVlxZ8s,,https://www.youtube.com/watch?v=dnZnkVlxZ8s,Novo ETF de renda passiva entra no ar dia 23 de setembro,,67000,Sucesso,Shorts,Desconhecido,
T91cxRvqf-c,,https://www.youtube.com/watch?v=T91cxRvqf-c,Acabou a sonega��o fiscal,,76000,Sucesso,Shorts,Desconhecido,
nWRx1zpJsOo,,https://www.youtube.com/watch?v=nWRx1zpJsOo,Voc� fica triste ou feliz? Economia siga Gabriel Galipolo ou Haddad.,,32000,Sucesso,Shorts,Desconhecido,
c6MXxkuJwWY,,https://www.youtube.com/watch?v=c6MXxkuJwWY,AUVP11 vale a pena?,,58000,Sucesso,Shorts,Desconhecido,
tEo_MndvxSg,,https://www.youtube.com/watch?v=tEo_MndvxSg,"Evite ru�dos e busque por n�meros, n�o confie na imprensa especializada",,37000,Sucesso,Shorts,Desconhecido,
0FFfqRJkB98,,https://www.youtube.com/watch?v=0FFfqRJkB98,Eu tenho vontade de sair do Brasil e viver em um pa�s monarquista onde eu seja amigo do rei.,,41000,Sucesso,Shorts,Desconhecido,
w46sly6bja4,,https://www.youtube.com/watch?v=w46sly6bja4,Cuidado com esses conte�dos de mindset,,37000,Sucesso,Shorts,Desconhecido,
c858ew3kedA,,https://www.youtube.com/watch?v=c858ew3kedA,Novos t�tulos do tesouro direto para reserva de emerg�ncia,,42000,Sucesso,Shorts,Desconhecido,
WGpB5YkgROQ,,https://www.youtube.com/watch?v=WGpB5YkgROQ,NuBank muda regras do Ultravioleta,,84000,Sucesso,Shorts,Desconhecido,
MZGdp5cPd2I,,https://www.youtube.com/watch?v=MZGdp5cPd2I,A pr�xima crise global�,,60000,Sucesso,Shorts,Desconhecido,
Y-Qypk6hqx4,,https://www.youtube.com/watch?v=Y-Qypk6hqx4,Os EUA podem remover as tarifas?,,21000,Sucesso,Shorts,Desconhecido,
RsZBvKyVLZs,,https://www.youtube.com/watch?v=RsZBvKyVLZs,Onde eles est�o com a cabe�a?,,59000,Sucesso,Shorts,Desconhecido,
Q6v2jUCeOGs,,https://www.youtube.com/watch?v=Q6v2jUCeOGs,Por que algumas empresas brasileiras n�o pagam imposto?,,34000,Sucesso,Shorts,Desconhecido,
n5SU0P6yfJU,,https://www.youtube.com/watch?v=n5SU0P6yfJU,Ser� que um dia vamos avan�ar nessa discuss�o?,,64000,Sucesso,Shorts,Desconhecido,
DMtTMdkeQgw,,https://www.youtube.com/watch?v=DMtTMdkeQgw,Lula respondeu Donald Trump hoje: N�o vou me humilhar.,,32000,Sucesso,Shorts,Desconhecido,
-zSoHix7yC0,,https://www.youtube.com/watch?v=-zSoHix7yC0,Os EUA v�o desligar o GPS�,,150000,Sucesso,Shorts,Desconhecido,
-ERVCC1_tPo,,https://www.youtube.com/watch?v=-ERVCC1_tPo,A taxa��o e a discuss�o,,74000,Sucesso,Shorts,Desconhecido,
SIxH_w6Ngis,,https://www.youtube.com/watch?v=SIxH_w6Ngis,"O problema tem solu��o, basta querer.",,51000,Sucesso,Shorts,Desconhecido,
llK6Ti1WIvc,,https://www.youtube.com/watch?v=llK6Ti1WIvc,O governo acabou de aumentar o sal�rio m�nimo,,110000,Sucesso,Shorts,Desconhecido,
4VGN73_8AsI,,https://www.youtube.com/watch?v=4VGN73_8AsI,Os �mach�es� do bitcoin,,45000,Sucesso,Shorts,Desconhecido,
lsJ8tN1iJPk,,https://www.youtube.com/watch?v=lsJ8tN1iJPk,Fuja do sistema compre Bitcoin,,62000,Sucesso,Shorts,Desconhecido,
YDSnHiE9ObE,,https://www.youtube.com/watch?v=YDSnHiE9ObE,Todo mundo do mercado financeiro te odeia,,69000,Sucesso,Shorts,Desconhecido,
vV0HXPC-IdM,,https://www.youtube.com/watch?v=vV0HXPC-IdM,Guilhotina para crian�as? Que papo � esse?,,64000,Sucesso,Shorts,Desconhecido,
YGHdczU18OE,,https://www.youtube.com/watch?v=YGHdczU18OE,Quanto tempo leva para dobrar o seu dinheiro com cada investimento?,,47000,Sucesso,Shorts,Desconhecido,
U2urv4ygeGk,,https://www.youtube.com/watch?v=U2urv4ygeGk,Plano de sa�de e seguro para o carro,,101000,Sucesso,Shorts,Desconhecido,
-56NkZEC1AY,,https://www.youtube.com/watch?v=-56NkZEC1AY,Quanto dinheiro voc� pode pegar dos dividendos sem prejudicar o patrim�nio?,,31000,Sucesso,Shorts,Desconhecido,
JWIoGw5VPP8,,https://www.youtube.com/watch?v=JWIoGw5VPP8,A maior malandragem do meu pai,,26000,Sucesso,Shorts,Desconhecido,
czSlZr2CnRY,,https://www.youtube.com/watch?v=czSlZr2CnRY,Voc� escolheria a medicina ou o dinheiro?,,61000,Sucesso,Shorts,Desconhecido,
FOIzsatM47o,,https://www.youtube.com/watch?v=FOIzsatM47o,O Brasil est� imprimindo dinheiro,,90000,Sucesso,Shorts,Desconhecido,
d1iz3UMnFhs,,https://www.youtube.com/watch?v=d1iz3UMnFhs,Comprar um carro ou investir na SELIC?,,49000,Sucesso,Shorts,Desconhecido,
1Y1MnX7SpcI,,https://www.youtube.com/watch?v=1Y1MnX7SpcI,O Brasil j� esteve bem pior e se n�o prestarmos aten��o podemos voltar para l�.,,46000,Sucesso,Shorts,Desconhecido,
EMLOw_v6itY,,https://www.youtube.com/watch?v=EMLOw_v6itY,Elon Musk � um g�nio ou um louco?,,38000,Sucesso,Shorts,Desconhecido,
rDywxxrs7Ls,,https://www.youtube.com/watch?v=rDywxxrs7Ls,Quanto mais inteligente voc� for mais dinheiro vai ganhar?,,24000,Sucesso,Shorts,Desconhecido,
omeJYwVyP1k,,https://www.youtube.com/watch?v=omeJYwVyP1k,Financiamento ou cons�rcio?,,42000,Sucesso,Shorts,Desconhecido,
VkxmkH_dqNY,,https://www.youtube.com/watch?v=VkxmkH_dqNY,Silvio Santos' letter,,56000,Sucesso,Shorts,Desconhecido,
OqHbmWFpgo0,,https://www.youtube.com/watch?v=OqHbmWFpgo0,Paulo Guedes' proposal is identical to Haddad's,,42000,Sucesso,Shorts,Desconhecido,
Z1g3VAM89kQ,,https://www.youtube.com/watch?v=Z1g3VAM89kQ,What will your profitability be like now? New taxes,,24000,Sucesso,Shorts,Desconhecido,
lkxqbXFa2JA,,https://www.youtube.com/watch?v=lkxqbXFa2JA,Taxes always generate a chain reaction.,,24000,Sucesso,Shorts,Desconhecido,
5B2e354U9mA,,https://www.youtube.com/watch?v=5B2e354U9mA,"When it comes to lowering taxes, liberals are against it",,33000,Sucesso,Shorts,Desconhecido,
RacY3Y3DlvI,,https://www.youtube.com/watch?v=RacY3Y3DlvI,"Don't be fooled, this isn't an investor problem, it's a problem for all of us.",,38000,Sucesso,Shorts,Desconhecido,
CfdJbpIsuY8,,https://www.youtube.com/watch?v=CfdJbpIsuY8,Errei minha opini�o sobre a M�liuz (CASH3)?,,30000,Sucesso,Shorts,Desconhecido,
I8dAw96LadA,,https://www.youtube.com/watch?v=I8dAw96LadA,Raul se vendeu pro BTG?,,39000,Sucesso,Shorts,Desconhecido,
_kqbwtDkv3Q,,https://www.youtube.com/watch?v=_kqbwtDkv3Q,Acredita em meritocracia?,,31000,Sucesso,Shorts,Desconhecido,
pkznXeOQ4cU,,https://www.youtube.com/watch?v=pkznXeOQ4cU,Brazil will go bankrupt in 2027,,54000,Sucesso,Shorts,Desconhecido,
9nWsZjMutx0,,https://www.youtube.com/watch?v=9nWsZjMutx0,Normalizamos o absurdo no Brasil,,60000,Sucesso,Shorts,Desconhecido,
dgaOrHmujQs,,https://www.youtube.com/watch?v=dgaOrHmujQs,Deus n�o vai te deixar rico. A f� n�o tem nada a ver com dinheiro.,,18000,Sucesso,Shorts,Desconhecido,
g9lyRuXCrus,,https://www.youtube.com/watch?v=g9lyRuXCrus,Jogando alimentos fora,,24000,Sucesso,Shorts,Desconhecido,
Mo-8NG39zrk,,https://www.youtube.com/watch?v=Mo-8NG39zrk,Sobre o Milei,,15000,Sucesso,Shorts,Desconhecido,
ybfsE2hbJEQ,,https://www.youtube.com/watch?v=ybfsE2hbJEQ,A @AUVPCapital  a melhor consultoria de investimentos do Brasil,,26000,Sucesso,Shorts,Desconhecido,
K7n9ojXtZ9k,,https://www.youtube.com/watch?v=K7n9ojXtZ9k,Vai seguindo estrat�gia de influencer�,,102000,Sucesso,Shorts,Desconhecido,
zD43Nb2xrsQ,,https://www.youtube.com/watch?v=zD43Nb2xrsQ,A teoria da pior nota est� agindo nesse momento,,44000,Sucesso,Shorts,Desconhecido,
1EydsPqUKrA,,https://www.youtube.com/watch?v=1EydsPqUKrA,Se n�o v�o se divorciar o regime n�o importa,,109000,Sucesso,Shorts,Desconhecido,
8d1xX15nj2I,,https://www.youtube.com/watch?v=8d1xX15nj2I,"D�lar a R$ 6,18",,26000,Sucesso,Shorts,Desconhecido,
HwaxloGjnN4,,https://www.youtube.com/watch?v=HwaxloGjnN4,E voc� est� um buj�ozinho ou fitness?,,42000,Sucesso,Shorts,Desconhecido,
BqeYCf68VnA,,https://www.youtube.com/watch?v=BqeYCf68VnA,"Caramba, olha a presepada que o amigo entrou",,137000,Sucesso,Shorts,Desconhecido,
F4V9WzsyZC8,,https://www.youtube.com/watch?v=F4V9WzsyZC8,"Casa e mete 3 filhos com ela, vai ser maneira sua vida",,116000,Sucesso,Shorts,Desconhecido,
kMs7vJ1haXA,,https://www.youtube.com/watch?v=kMs7vJ1haXA,"Os piramideiros est�o inovando agora, assistiram O Golpista do Tinder",,111000,Sucesso,Shorts,Desconhecido,
FAYIMlgiJOQ,,https://www.youtube.com/watch?v=FAYIMlgiJOQ,R$ 30 mil da para casar?,,92000,Sucesso,Shorts,Desconhecido,
tm2B1cc7IqE,,https://www.youtube.com/watch?v=tm2B1cc7IqE,Invista antes de gastar,,124000,Sucesso,Shorts,Desconhecido,
l99BM_krj0M,,https://www.youtube.com/watch?v=l99BM_krj0M,Palpites de qual empresa �?,,283000,Sucesso,Shorts,Desconhecido,
FzIV-1Ye5-U,,https://www.youtube.com/watch?v=FzIV-1Ye5-U,J� estou ficando � com medo de casar e ser investidor no Brasil hahaha,,99000,Sucesso,Shorts,Desconhecido,
BjlD5y-hyUs,,https://www.youtube.com/watch?v=BjlD5y-hyUs,� muito melhor ter dinheiro na partilha,,41000,Sucesso,Shorts,Desconhecido,
gn97G6QCWf4,,https://www.youtube.com/watch?v=gn97G6QCWf4,M�dicos est�o fadados a ganhar menos,,34000,Sucesso,Shorts,Desconhecido,
OMCh6L1xMjY,,https://www.youtube.com/watch?v=OMCh6L1xMjY,Voc� sabe como assessores ganham dinheiro?,,38000,Sucesso,Shorts,Desconhecido,
He4P8UBsSbw,,https://www.youtube.com/watch?v=He4P8UBsSbw,Quer ser s�cio da BMW? � poss�vel!,,55000,Sucesso,Shorts,Desconhecido,
qMLUm3BpoeI,,https://www.youtube.com/watch?v=qMLUm3BpoeI,Frequente lugares que cabem no seu bolso para se divertir.,,27000,Sucesso,Shorts,Desconhecido,
0pK2QcHGawI,,https://www.youtube.com/watch?v=0pK2QcHGawI,"E a�, separa ou mantem? Haja sangue de barata",,113000,Sucesso,Shorts,Desconhecido,
zh3GqrFg2fg,,https://www.youtube.com/watch?v=zh3GqrFg2fg,Uma casa ou um nariz bonito?,,38000,Sucesso,Shorts,Desconhecido,
QZghV4gxp0k,,https://www.youtube.com/watch?v=QZghV4gxp0k,A verdade � que nunca teremos educa��o financeira nas escolas,,24000,Sucesso,Shorts,Desconhecido,
_Ektaqfgdis,,https://www.youtube.com/watch?v=_Ektaqfgdis,Fim dos anuncios de bets,,25000,Sucesso,Shorts,Desconhecido,
Im2yM6AWegA,,https://www.youtube.com/watch?v=Im2yM6AWegA,R$ 1 milh�o em dinheiro ou bens,,127000,Sucesso,Shorts,Desconhecido,
1y3gUEbGWK0,,https://www.youtube.com/watch?v=1y3gUEbGWK0,Como comparar um CDB com um LCI?,,14000,Sucesso,Shorts,Desconhecido,
pb3ucjO1nbc,,https://www.youtube.com/watch?v=pb3ucjO1nbc,Por que � t�o r�pido bloquear o X e t�o demorado banir as bets?,,13000,Sucesso,Shorts,Desconhecido,
bV5y2NFiOiU,,https://www.youtube.com/watch?v=bV5y2NFiOiU,Selic vai ser mantida,,6300,Sucesso,Shorts,Desconhecido,
2ktyCldk3oM,,https://www.youtube.com/watch?v=2ktyCldk3oM,Por que os investidores est�o correndo da bolsa?,,10000,Sucesso,Shorts,Desconhecido,
STdzKWzfy3A,,https://www.youtube.com/watch?v=STdzKWzfy3A,Infla��o em alta no governo Lula?,,6100,Sucesso,Shorts,Desconhecido,
6_zHnjw6L4g,,https://www.youtube.com/watch?v=6_zHnjw6L4g,500 mil comprar porsche ou investir?,,521000,Sucesso,Shorts,Desconhecido,
XVQaM7Dzw9I,,https://www.youtube.com/watch?v=XVQaM7Dzw9I,A maior parte dos casais no Brasil se divorciam por problemas financeiros,,58000,Sucesso,Shorts,Desconhecido,
AHLblcf7ibg,,https://www.youtube.com/watch?v=AHLblcf7ibg,Imagine ser roubado pela sua pr�pria m�e e s� descobrir 8 anos depois? Que barra�,,25000,Sucesso,Shorts,Desconhecido,
mIakSNWdF1g,,https://www.youtube.com/watch?v=mIakSNWdF1g,Assar carne � amor,,26000,Sucesso,Shorts,Desconhecido,
Q3I3SC-CAjE,,https://www.youtube.com/watch?v=Q3I3SC-CAjE,"Ningu�m vira algo de cr�ticas por se organizar, vira por ficar falando para as pessoas",,13000,Sucesso,Shorts,Desconhecido,
j3fSUqQywbU,,https://www.youtube.com/watch?v=j3fSUqQywbU,Reserva de emerg�ncia em HCTR,,60000,Sucesso,Shorts,Desconhecido,
mP4Y3oR039M,,https://www.youtube.com/watch?v=mP4Y3oR039M,Eu duvido que isso seja real hahaha,,105000,Sucesso,Shorts,Desconhecido,
flFv5B4SudY,,https://www.youtube.com/watch?v=flFv5B4SudY,Sabia que a Pegeout � uma fabricante de moedores? Agora tudo faz sentido.,,16000,Sucesso,Shorts,Desconhecido,
5CsSmR_4glg,,https://www.youtube.com/watch?v=5CsSmR_4glg,"E a�, comeria um bif�o de ouro brega ou passaria?",,11000,Sucesso,Shorts,Desconhecido,
hB8pRRNYIi4,,https://www.youtube.com/watch?v=hB8pRRNYIi4,Havaianas � uma marca que est� no �hype� na Europa?,,23000,Sucesso,Shorts,Desconhecido,
lhYc8aLYRFM,,https://www.youtube.com/watch?v=lhYc8aLYRFM,Restaurante Pobre Juan - Paga ou passa?,,148000,Sucesso,Shorts,Desconhecido,
h51f1_71obw,,https://www.youtube.com/watch?v=h51f1_71obw,Marido escondeu o dinheiro em BTC,,499000,Sucesso,Shorts,Desconhecido,
osJdyRvQwlo,,https://www.youtube.com/watch?v=osJdyRvQwlo,"Caf� da manh� - Hotel Roseewood, S�o Paulo - Paga ou passa?",,12000,Sucesso,Shorts,Desconhecido,
TLixRDA9yL4,,https://www.youtube.com/watch?v=TLixRDA9yL4,Quanto custa salada de palmito e arroz de cordeiro? Paga ou passa?,,14000,Sucesso,Shorts,Desconhecido,
aXkSr8PIcjg,,https://www.youtube.com/watch?v=aXkSr8PIcjg,Como voc� pode abrir um vinho sem saca rolhas? Usei um Raul Sena com a @elie.com.br,,29000,Sucesso,Shorts,Desconhecido,
9nYNkcu4MZQ,,https://www.youtube.com/watch?v=9nYNkcu4MZQ,O Oreo � simplesmente maravilhoso!,,23000,Sucesso,Shorts,Desconhecido,
lsWA26CM7v8,,https://www.youtube.com/watch?v=lsWA26CM7v8,A maior vergonha da minha vida no Mercado Financeiro,,70000,Sucesso,Shorts,Desconhecido,
DzhQCnhn6S0,,https://www.youtube.com/watch?v=DzhQCnhn6S0,Voc� pagaria R$ 12 mil em uma mala?,,49000,Sucesso,Shorts,Desconhecido,
2RreA3oFKZs,,https://www.youtube.com/watch?v=2RreA3oFKZs,Nubank est� cancelado e agora?,,537000,Sucesso,Shorts,Desconhecido,
Nq8_izfWux0,,https://www.youtube.com/watch?v=Nq8_izfWux0,A Samsung se inspirou na Apple e lan�ou um Notebook,,16000,Sucesso,Shorts,Desconhecido,
eobq5kj4lb8,,https://www.youtube.com/watch?v=eobq5kj4lb8,A balada silenciosa de fone de ouvido,,101000,Sucesso,Shorts,Desconhecido,
CzA0lbRVUdw,,https://www.youtube.com/watch?v=CzA0lbRVUdw,Arranhei meu rel�gio? Olha que doido isso,,17000,Sucesso,Shorts,Desconhecido,
yowc5CakvR4,,https://www.youtube.com/watch?v=yowc5CakvR4,O ibovespa � o pior �ndice que existe #bolsadevalores,,19000,Sucesso,Shorts,Desconhecido,
HFS5MNRtw7U,,https://www.youtube.com/watch?v=HFS5MNRtw7U,� poss�vel 12% a.m com cripto? Claro!,,93000,Sucesso,Shorts,Desconhecido,
b1UM23gDANI,,https://www.youtube.com/watch?v=b1UM23gDANI,Como analisar uma a��o?,,35000,Sucesso,Shorts,Desconhecido,
2wEf7av0qKU,,https://www.youtube.com/watch?v=2wEf7av0qKU,O ketchup mais famoso do mundo mudou sua f�rmula!,,24000,Sucesso,Shorts,Desconhecido,
sJ1uam0xXwU,,https://www.youtube.com/watch?v=sJ1uam0xXwU,O segredo por tr�s do celular que tira fotos de alta qualidade at� da lua!,,98000,Sucesso,Shorts,Desconhecido,
u5MzNAU-wqs,,https://www.youtube.com/watch?v=u5MzNAU-wqs,A Gilette � esperta!,,409000,Sucesso,Shorts,Desconhecido,
9LrBehyN9uw,,https://www.youtube.com/watch?v=9LrBehyN9uw,A Balenciaga teve uma ideia�,,44000,Sucesso,Shorts,Desconhecido,
gFw9sBKOhZ4,,https://www.youtube.com/watch?v=gFw9sBKOhZ4,O contratinho da AMBEV!,,70000,Sucesso,Shorts,Desconhecido,
zX49vSjIlCU,,https://www.youtube.com/watch?v=zX49vSjIlCU,Barras de chocolate x ovos de p�scoa!,,29000,Sucesso,Shorts,Desconhecido,
